budget_id,user_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date
BGT01246,USR064,INC07204,3600000.0,2600000.0,1750000.0,7950000.0,6200000.0,business,2023-06-15 17:54:00
BGT09132,USR045,INC09298,1650000.0,1050000.0,450000.0,3150000.0,2700000.0,freelance,2024-05-24 21:03:00
BGT09221,USR039,INC03277,1150000.0,600000.0,350000.0,2150000.0,1750000.0,freelance,2023-03-13 09:11:00
BGT09784,USR041,INC08905,3300000.0,1700000.0,1350000.0,6350000.0,5000000.0,freelance,2023-09-01 06:14:00
BGT05573,USR072,INC02709,4050000.0,1950000.0,1500000.0,7500000.0,6000000.0,business,2024-09-27 20:08:00
BGT00652,USR048,INC08093,2900000.0,2000000.0,1000000.0,5950000.0,4900000.0,business,2024-07-09 01:02:00
BGT09769,USR049,INC02113,1850000.0,1050000.0,1000000.0,3900000.0,2900000.0,bonus,2023-09-17 19:47:00
BGT01480,USR030,INC06503,1700000.0,1000000.0,700000.0,3400000.0,2700000.0,allowance,2024-08-05 18:27:00
BGT09442,USR044,INC02908,2500000.0,1450000.0,850000.0,4850000.0,3950000.0,freelance,2024-10-09 14:49:00
BGT03715,USR025,INC00610,1100000.0,600000.0,400000.0,2100000.0,1700000.0,allowance,2023-04-28 06:00:00
BGT08859,USR059,INC04465,1900000.0,1450000.0,950000.0,4300000.0,3350000.0,business,2024-06-03 08:10:00
BGT02687,USR019,INC07367,1350000.0,800000.0,550000.0,2700000.0,2150000.0,allowance,2023-10-26 07:40:00
BGT00193,USR036,INC04439,1500000.0,900000.0,550000.0,2950000.0,2400000.0,part_time,2024-05-20 03:15:00
BGT05040,USR053,INC08676,3900000.0,2600000.0,1350000.0,7850000.0,6500000.0,business,2023-04-26 21:15:00
BGT09286,USR052,INC05239,2750000.0,1550000.0,1200000.0,5500000.0,4300000.0,bonus,2024-11-17 21:27:00
BGT00519,USR008,INC00846,1200000.0,750000.0,650000.0,2650000.0,1950000.0,allowance,2024-04-14 05:36:00
BGT09574,USR035,INC00964,1450000.0,950000.0,400000.0,2800000.0,2400000.0,allowance,2024-09-17 03:27:00
BGT07607,USR048,INC09902,2250000.0,1150000.0,650000.0,4050000.0,3400000.0,business,2024-09-04 23:09:00
BGT06449,USR005,INC01357,1400000.0,850000.0,650000.0,2900000.0,2250000.0,part_time,2023-10-16 09:10:00
BGT02726,USR054,INC02740,1400000.0,1000000.0,750000.0,3150000.0,2400000.0,business,2024-01-06 09:08:00
BGT05347,USR065,INC07958,3500000.0,2550000.0,1700000.0,7750000.0,6050000.0,freelance,2024-07-28 15:13:00
BGT04245,USR032,INC07713,850000.0,500000.0,200000.0,1550000.0,1350000.0,internship,2024-07-31 01:41:00
BGT04371,USR013,INC05701,850000.0,450000.0,250000.0,1550000.0,1300000.0,scholarship,2023-07-01 21:30:00
BGT01261,USR016,INC03723,1000000.0,650000.0,250000.0,1900000.0,1650000.0,scholarship,2024-01-01 02:58:00
BGT05606,USR046,INC09084,1800000.0,900000.0,700000.0,3400000.0,2700000.0,salary,2024-06-14 12:05:00
BGT05806,USR010,INC09446,1050000.0,-750000.0,400000.0,2200000.0,300000.0,part_time,2023-11-21 23:48:00
BGT01824,USR042,INC09398,2650000.0,1350000.0,900000.0,4900000.0,4000000.0,bonus,2023-10-02 20:35:00
BGT08023,USR057,INC03157,4250000.0,2500000.0,1100000.0,7850000.0,6750000.0,salary,2024-11-07 18:28:00
BGT05805,USR064,INC05193,4100000.0,2550000.0,1250000.0,7900000.0,6650000.0,investment_return,2024-11-20 01:35:00
BGT04504,USR023,INC07868,850000.0,550000.0,250000.0,1650000.0,1400000.0,freelance,2024-10-16 11:48:00
BGT04186,USR027,INC04505,2300000.0,1600000.0,950000.0,4850000.0,3900000.0,allowance,2023-08-08 09:07:00
BGT08827,USR031,INC06081,1150000.0,600000.0,350000.0,2100000.0,1750000.0,part_time,2024-11-30 20:15:00
BGT07901,USR018,INC03408,1100000.0,650000.0,200000.0,2000000.0,1750000.0,part_time,2023-06-13 02:38:00
BGT09563,USR046,INC03732,1850000.0,1250000.0,750000.0,3850000.0,3100000.0,salary,2024-03-12 12:22:00
BGT02814,USR054,INC06477,4300000.0,2600000.0,950000.0,7850000.0,6900000.0,freelance,2024-02-29 10:51:00
BGT06361,USR020,INC07315,1100000.0,650000.0,700000.0,2450000.0,1750000.0,scholarship,2024-09-29 10:55:00
BGT07129,USR012,INC03719,1300000.0,750000.0,600000.0,2650000.0,2050000.0,part_time,2023-11-01 13:36:00
BGT08893,USR038,INC00325,1650000.0,900000.0,550000.0,3100000.0,2550000.0,internship,2023-07-21 18:50:00
BGT07544,USR045,INC06022,2450000.0,1550000.0,1200000.0,5200000.0,4000000.0,salary,2024-08-09 13:14:00
BGT03708,USR027,INC04025,700000.0,400000.0,400000.0,1500000.0,1100000.0,freelance,2024-04-04 01:18:00
BGT02100,USR037,INC03340,850000.0,400000.0,300000.0,1550000.0,1250000.0,internship,2023-07-10 15:11:00
BGT07600,USR057,INC07551,1850000.0,1250000.0,1050000.0,4150000.0,3100000.0,business,2023-03-02 04:20:00
BGT06970,USR047,INC03117,3200000.0,2000000.0,1250000.0,6450000.0,5200000.0,salary,2023-06-14 11:09:00
BGT01113,USR025,INC01154,1350000.0,700000.0,700000.0,2750000.0,2050000.0,freelance,2024-02-23 21:43:00
BGT08093,USR037,INC08498,2250000.0,1200000.0,750000.0,4200000.0,3450000.0,part_time,2023-03-18 11:55:00
BGT03777,USR009,INC02837,650000.0,350000.0,250000.0,1250000.0,1000000.0,scholarship,2024-10-25 14:28:00
BGT06772,USR018,INC02727,1350000.0,850000.0,650000.0,285000000.0,2200000.0,allowance,2024-11-21 06:41:00
BGT03445,USR060,INC00821,1900000.0,1200000.0,450000.0,3550000.0,3100000.0,business,2024-09-09 21:13:00
BGT05183,USR016,INC06023,650000.0,400000.0,150000.0,1200000.0,1050000.0,part_time,2024-06-11 13:56:00
BGT06643,USR072,INC07562,4800000.0,2800000.0,1150000.0,8750000.0,7600000.0,business,2024-05-25 04:58:00
BGT05889,USR055,INC03255,2200000.0,1400000.0,800000.0,4400000.0,3600000.0,business,2023-02-11 15:24:00
BGT09940,USR038,INC08352,1600000.0,900000.0,950000.0,3450000.0,2500000.0,allowance,2023-04-05 23:39:00
BGT07513,USR043,INC02558,3750000.0,2300000.0,1400000.0,7500000.0,6050000.0,business,2024-08-16 20:55:00
BGT06231,USR026,INC08450,1900000.0,1150000.0,400000.0,3450000.0,3050000.0,internship,2023-09-18 00:47:00
BGT04482,USR064,INC00578,3950000.0,2750000.0,1350000.0,8050000.0,6700000.0,investment_return,2023-09-22 04:33:00
BGT03497,USR021,INC01274,1700000.0,1000000.0,950000.0,3650000.0,2700000.0,freelance,2024-04-29 11:33:00
BGT08266,USR040,INC09805,850000.0,450000.0,350000.0,1650000.0,1300000.0,freelance,2024-07-28 20:28:00
BGT09487,USR050,INC00019,3950000.0,2200000.0,1150000.0,7300000.0,6150000.0,salary,2024-11-22 07:05:00
BGT04452,USR036,INC04023,2250000.0,1550000.0,1200000.0,5000000.0,3800000.0,part_time,2024-10-04 16:32:00
BGT04305,USR002,INC01851,800000.0,500000.0,200000.0,1500000.0,1300000.0,freelance,2023-11-05 18:17:00
BGT01068,USR072,INC01540,3700000.0,2150000.0,2050000.0,7900000.0,5850000.0,bonus,2024-04-23 16:28:00
BGT00919,USR021,INC00793,1450000.0,800000.0,550000.0,2800000.0,2250000.0,allowance,2023-09-09 12:28:00
BGT03742,USR010,INC03833,1000000.0,550000.0,450000.0,2000000.0,1550000.0,scholarship,2024-12-26 02:43:00
BGT06253,USR057,INC06457,1900000.0,1200000.0,400000.0,3500000.0,3100000.0,salary,2023-11-06 02:49:00
BGT01717,USR065,INC03435,3450000.0,2150000.0,2050000.0,7650000.0,5600000.0,salary,2024-01-13 02:40:00
BGT09233,USR058,INC01826,2800000.0,1750000.0,850000.0,5400000.0,4550000.0,bonus,2023-02-24 16:05:00
BGT03830,USR066,INC09089,3750000.0,2450000.0,1750000.0,7950000.0,6200000.0,investment_return,2024-06-03 07:30:00
BGT00081,USR050,INC06684,2150000.0,1350000.0,1000000.0,4500000.0,3500000.0,bonus,2023-09-15 16:09:00
BGT05525,USR010,INC05983,1250000.0,650000.0,650000.0,2550000.0,1900000.0,part_time,2023-11-16 15:51:00
BGT09752,USR039,INC00609,1050000.0,550000.0,450000.0,2100000.0,1600000.0,internship,2024-09-25 11:43:00
BGT06422,USR073,INC08786,4500000.0,2900000.0,2350000.0,9750000.0,7400000.0,investment_return,2024-07-06 10:41:00
BGT07679,USR020,INC05675,1200000.0,750000.0,450000.0,2450000.0,1950000.0,part_time,2024-06-14 18:47:00
BGT08543,USR022,INC07679,1550000.0,950000.0,900000.0,3400000.0,2500000.0,internship,2023-12-08 09:14:00
BGT07227,USR063,INC06890,3950000.0,2450000.0,1200000.0,7600000.0,6400000.0,freelance,2024-01-27 23:01:00
BGT02502,USR042,INC07825,1800000.0,1050000.0,850000.0,3700000.0,2850000.0,freelance,2024-05-06 02:14:00
BGT06241,USR012,INC01766,900000.0,550000.0,200000.0,1650000.0,1450000.0,part_time,2024-08-21 13:36:00
BGT05560,USR017,INC08812,800000.0,500000.0,300000.0,1600000.0,1300000.0,part_time,2023-05-01 07:19:00
BGT04259,USR029,INC04125,1600000.0,1050000.0,550000.0,3200000.0,2650000.0,freelance,2024-03-11 06:37:00
BGT09832,USR036,INC06928,800000.0,500000.0,250000.0,1550000.0,1300000.0,internship,2023-05-01 18:45:00
BGT04610,USR068,INC05721,2900000.0,1950000.0,1600000.0,6500000.0,4850000.0,business,2023-12-07 13:38:00
BGT00268,USR048,INC08413,3550000.0,2300000.0,1100000.0,7000000.0,5850000.0,salary,2023-10-03 04:35:00
BGT03557,USR007,INC06077,900000.0,600000.0,300000.0,1800000.0,1500000.0,part_time,2023-11-22 10:33:00
BGT06369,USR047,INC08133,2300000.0,1600000.0,1200000.0,5100000.0,3900000.0,business,2023-04-01 16:33:00
BGT08785,USR021,INC05293,1800000.0,950000.0,700000.0,3450000.0,2750000.0,part_time,2024-02-11 14:07:00
BGT04243,USR072,INC06946,3200000.0,1950000.0,2000000.0,7150000.0,5150000.0,bonus,2024-01-16 06:44:00
BGT04924,USR047,INC04082,3550000.0,2150000.0,2000000.0,770000000.0,5700000.0,freelance,2024-12-30 02:19:00
BGT02895,USR052,INC03888,4050000.0,2300000.0,1050000.0,7400000.0,6350000.0,business,2023-07-22 04:00:00
BGT09371,USR045,INC06833,2600000.0,1500000.0,1100000.0,5250000.0,4100000.0,freelance,2023-02-21 16:33:00
BGT01274,USR051,INC04009,2300000.0,1300000.0,600000.0,4200000.0,3600000.0,business,2023-11-19 02:38:00
BGT02894,USR022,INC09555,900000.0,450000.0,300000.0,1650000.0,1350000.0,allowance,2024-04-01 11:05:00
BGT09598,USR023,INC02545,950000.0,600000.0,550000.0,2100000.0,1550000.0,freelance,2024-04-03 17:44:00
BGT02804,USR024,INC04570,1800000.0,950000.0,600000.0,3350000.0,2750000.0,internship,2023-09-10 16:26:00
BGT04534,USR018,INC03900,1050000.0,600000.0,250000.0,1950000.0,1650000.0,scholarship,2024-06-13 15:37:00
BGT09922,USR074,INC08810,4300000.0,2350000.0,2000000.0,8650000.0,6650000.0,bonus,2024-05-22 10:35:00
BGT04649,USR010,INC06150,750000.0,400000.0,300000.0,1450000.0,1150000.0,scholarship,2023-10-07 11:52:00
BGT05258,USR048,INC03765,1400000.0,1000000.0,750000.0,3200000.0,2400000.0,bonus,2024-01-13 01:34:00
BGT01708,USR038,INC00795,2400000.0,1500000.0,900000.0,4800000.0,3900000.0,allowance,2023-12-28 07:00:00
BGT09222,USR032,INC04930,1450000.0,850000.0,800000.0,3100000.0,2300000.0,allowance,2023-10-06 09:32:00
BGT08601,USR027,INC07463,1550000.0,800000.0,400000.0,2750000.0,2350000.0,allowance,2024-07-06 08:35:00
BGT07944,USR045,INC01797,2700000.0,1350000.0,1000000.0,5050000.0,4050000.0,salary,2023-07-11 21:09:00
BGT01810,USR017,INC04899,1200000.0,650000.0,300000.0,2150000.0,1850000.0,scholarship,2023-09-15 14:40:00
BGT08704,USR028,INC04960,1150000.0,900000.0,550000.0,2600000.0,2050000.0,internship,2023-12-19 22:25:00
BGT09057,USR016,INC04863,1400000.0,800000.0,600000.0,2800000.0,2200000.0,allowance,2023-11-27 04:34:00
BGT05588,USR074,INC04610,2850000.0,1850000.0,1500000.0,615000000.0,4700000.0,bonus,2023-11-07 05:11:00
BGT04707,USR067,INC06373,2000000.0,1400000.0,1000000.0,4450000.0,3400000.0,bonus,2023-09-20 10:11:00
BGT04716,USR037,INC06678,2600000.0,1550000.0,650000.0,4800000.0,4150000.0,internship,2023-05-23 03:01:00
BGT00474,USR074,INC04730,2150000.0,1400000.0,700000.0,4250000.0,3550000.0,freelance,2023-05-02 14:48:00
BGT03953,USR047,INC00290,1750000.0,1100000.0,1000000.0,3850000.0,2850000.0,business,2024-12-20 17:24:00
BGT06289,USR023,INC06560,1100000.0,800000.0,550000.0,2450000.0,1900000.0,internship,2024-09-09 00:27:00
BGT04219,USR059,INC05321,2350000.0,1250000.0,900000.0,4550000.0,3600000.0,salary,2023-09-07 04:27:00
BGT09182,USR021,INC08900,2300000.0,1250000.0,800000.0,4350000.0,3550000.0,freelance,2024-01-23 12:20:00
BGT00228,USR061,INC00883,2200000.0,1400000.0,550000.0,4150000.0,3600000.0,freelance,2023-02-28 09:44:00
BGT02993,USR006,INC02534,650000.0,350000.0,200000.0,1200000.0,1000000.0,scholarship,2023-11-07 16:36:00
BGT05550,USR042,INC04370,2950000.0,1950000.0,1250000.0,6150000.0,4900000.0,freelance,2023-11-17 07:23:00
BGT06308,USR055,INC07661,4000000.0,2200000.0,1450000.0,7650000.0,6200000.0,salary,2023-10-30 19:03:00
BGT08324,USR035,INC08427,1400000.0,800000.0,350000.0,2550000.0,2200000.0,part_time,2023-03-20 16:36:00
BGT01305,USR029,INC00220,1650000.0,950000.0,500000.0,3100000.0,2600000.0,allowance,2023-09-11 15:50:00
BGT04372,USR026,INC07303,850000.0,550000.0,200000.0,1600000.0,1400000.0,allowance,2023-09-27 15:14:00
BGT08696,USR003,INC09550,1300000.0,700000.0,700000.0,2700000.0,2000000.0,part_time,2024-07-06 05:29:00
BGT07392,USR011,INC03662,850000.0,450000.0,250000.0,1600000.0,1300000.0,allowance,2024-07-15 02:48:00
BGT05137,USR027,INC00229,2400000.0,1400000.0,750000.0,4550000.0,3800000.0,internship,2024-12-13 17:54:00
BGT06703,USR013,INC02870,700000.0,400000.0,300000.0,1450000.0,1100000.0,allowance,2024-05-19 09:47:00
BGT03407,USR062,INC00783,2400000.0,1650000.0,1200000.0,5250000.0,4050000.0,business,2023-03-21 08:36:00
BGT08340,USR001,INC09041,1250000.0,650000.0,600000.0,2500000.0,1900000.0,part_time,2023-04-15 01:15:00
BGT02049,USR067,INC03209,5100000.0,2800000.0,1500000.0,9400000.0,7900000.0,bonus,2024-05-23 09:24:00
BGT07818,USR061,INC05752,2800000.0,1350000.0,900000.0,5050000.0,4150000.0,bonus,2024-02-06 13:55:00
BGT01430,USR017,INC01376,1000000.0,500000.0,300000.0,1800000.0,1500000.0,part_time,2023-04-24 11:48:00
BGT04589,USR021,INC09343,1950000.0,1400000.0,950000.0,4300000.0,3350000.0,part_time,2023-03-04 05:07:00
BGT03427,USR011,INC06430,950000.0,650000.0,400000.0,2000000.0,1600000.0,scholarship,2023-11-24 09:06:00
BGT04369,USR066,INC03680,2300000.0,1450000.0,1100000.0,4850000.0,3750000.0,business,2024-02-28 18:37:00
BGT07986,USR015,INC09416,750000.0,450000.0,250000.0,1500000.0,1200000.0,allowance,2023-10-11 15:58:00
BGT09300,USR063,INC00473,3650000.0,2300000.0,1200000.0,7200000.0,5950000.0,investment_return,2023-09-15 13:11:00
BGT03401,USR011,INC08828,1300000.0,900000.0,500000.0,2750000.0,2200000.0,scholarship,2023-10-18 07:04:00
BGT00384,USR028,INC05072,1650000.0,1050000.0,500000.0,3250000.0,2700000.0,allowance,2023-06-12 01:02:00
BGT01969,USR024,INC00097,1650000.0,1150000.0,550000.0,3350000.0,2800000.0,allowance,2023-09-27 03:38:00
BGT09613,USR064,INC03188,4200000.0,2650000.0,1700000.0,8550000.0,6850000.0,freelance,2024-08-11 07:30:00
BGT08099,USR041,INC06662,2900000.0,1900000.0,1000000.0,5800000.0,4800000.0,freelance,2024-03-11 18:21:00
BGT07251,USR073,INC08034,4450000.0,2950000.0,2100000.0,9500000.0,7400000.0,investment_return,2023-04-10 21:16:00
BGT06115,USR014,INC02488,850000.0,500000.0,350000.0,1750000.0,1350000.0,part_time,2024-07-23 17:48:00
BGT06050,USR035,INC04073,1400000.0,1000000.0,700000.0,3150000.0,2400000.0,freelance,2024-03-13 11:44:00
BGT03391,USR031,INC02276,1550000.0,1100000.0,700000.0,3350000.0,2650000.0,freelance,2023-02-22 09:48:00
BGT06629,USR048,INC03596,1600000.0,1000000.0,550000.0,3150000.0,2600000.0,bonus,2024-12-06 04:57:00
BGT08306,USR047,INC01878,2050000.0,1250000.0,600000.0,3900000.0,3300000.0,bonus,2023-09-14 01:22:00
BGT05349,USR055,INC06502,2650000.0,1750000.0,1100000.0,5500000.0,4400000.0,freelance,2023-06-05 06:04:00
BGT08062,USR052,INC05688,2800000.0,1650000.0,600000.0,5050000.0,4450000.0,business,2024-03-31 21:38:00
BGT05911,USR031,INC04339,-2750000.0,1450000.0,700000.0,4900000.0,-1300000.0,freelance,2023-04-20 23:57:00
BGT05761,USR017,INC03895,600000.0,350000.0,150000.0,1100000.0,950000.0,part_time,2024-04-24 10:29:00
BGT01471,USR014,INC05194,1200000.0,750000.0,700000.0,2650000.0,1950000.0,part_time,2024-07-10 13:39:00
BGT02848,USR069,INC04771,4200000.0,2550000.0,2750000.0,9500000.0,6750000.0,freelance,2023-07-02 11:51:00
BGT04149,USR066,INC01089,3500000.0,2300000.0,1100000.0,6900000.0,5800000.0,bonus,2024-12-28 04:08:00
BGT05461,USR071,INC04268,4750000.0,2750000.0,1300000.0,8800000.0,7500000.0,bonus,2023-04-19 15:06:00
BGT05942,USR028,INC02939,1050000.0,550000.0,550000.0,2200000.0,1600000.0,part_time,2023-06-09 16:06:00
BGT06876,USR009,INC06895,600000.0,350000.0,200000.0,1200000.0,950000.0,scholarship,2024-10-28 21:44:00
BGT08920,USR043,INC02811,3600000.0,2650000.0,1750000.0,8000000.0,6250000.0,business,2024-11-27 23:35:00
BGT07997,USR064,INC01117,4150000.0,2400000.0,1750000.0,8300000.0,6550000.0,business,2023-12-20 21:13:00
BGT04715,USR017,INC08378,1100000.0,700000.0,500000.0,2300000.0,1800000.0,allowance,2023-05-18 03:45:00
BGT01457,USR045,INC00305,3750000.0,2300000.0,1150000.0,7200000.0,6050000.0,salary,2023-08-23 03:06:00
BGT03945,USR055,INC06857,1900000.0,1200000.0,650000.0,3750000.0,3100000.0,business,2024-06-05 12:57:00
BGT05391,USR052,INC02229,1650000.0,1050000.0,800000.0,3500000.0,2700000.0,business,2024-11-26 18:40:00
BGT09129,USR057,INC05876,3150000.0,1800000.0,750000.0,5700000.0,4950000.0,business,2023-10-02 04:41:00
BGT07785,USR054,INC03807,3100000.0,1750000.0,1600000.0,6500000.0,4850000.0,freelance,2024-05-20 02:22:00
BGT06883,USR017,INC02756,750000.0,550000.0,350000.0,1650000.0,1300000.0,scholarship,2023-11-29 05:55:00
BGT02317,USR021,INC06220,1800000.0,1100000.0,400000.0,3300000.0,2900000.0,internship,2024-09-30 08:13:00
BGT08376,USR005,INC03318,1000000.0,600000.0,300000.0,1900000.0,1600000.0,part_time,2024-07-15 23:34:00
BGT07626,USR025,INC02289,2300000.0,1250000.0,1050000.0,4600000.0,3550000.0,allowance,2024-03-24 14:08:00
BGT09848,USR059,INC06704,3750000.0,2300000.0,900000.0,6950000.0,6050000.0,bonus,2024-08-19 12:11:00
BGT06599,USR064,INC02257,3250000.0,1700000.0,950000.0,5900000.0,4950000.0,business,2024-06-27 23:14:00
BGT05732,USR043,INC01561,1700000.0,1200000.0,850000.0,3750000.0,2900000.0,freelance,2024-05-23 23:12:00
BGT05441,USR009,INC04246,1350000.0,850000.0,650000.0,2850000.0,2200000.0,allowance,2024-05-10 05:58:00
BGT06370,USR008,INC07024,1250000.0,600000.0,400000.0,225000000.0,1850000.0,part_time,2024-08-30 20:20:00
BGT01788,USR018,INC06518,900000.0,550000.0,550000.0,2050000.0,1450000.0,part_time,2023-11-24 17:35:00
BGT02136,USR057,INC03062,3750000.0,2000000.0,1600000.0,7350000.0,5750000.0,salary,2024-05-13 05:34:00
BGT04929,USR001,INC04316,950000.0,600000.0,600000.0,2150000.0,1550000.0,allowance,2024-04-09 08:11:00
BGT06165,USR005,INC04565,750000.0,450000.0,250000.0,1450000.0,1200000.0,part_time,2023-04-21 08:34:00
BGT08391,USR029,INC09273,2150000.0,1100000.0,850000.0,4100000.0,3250000.0,allowance,2023-02-28 17:23:00
BGT08271,USR072,INC01681,3400000.0,2000000.0,1350000.0,6750000.0,5400000.0,bonus,2023-08-06 09:27:00
BGT04713,USR012,INC02575,750000.0,500000.0,450000.0,1700000.0,1250000.0,part_time,2024-06-25 11:53:00
BGT04615,USR017,INC00774,850000.0,550000.0,500000.0,1900000.0,1400000.0,scholarship,2024-03-13 00:07:00
BGT05478,USR042,INC08864,3450000.0,-2150000.0,900000.0,6550000.0,1300000.0,salary,2023-10-27 10:07:00
BGT05017,USR002,INC04038,950000.0,550000.0,350000.0,1850000.0,1500000.0,allowance,2023-02-18 22:12:00
BGT08218,USR049,INC02193,2600000.0,1400000.0,700000.0,4700000.0,4000000.0,business,2024-01-30 14:14:00
BGT01899,USR021,INC07104,2350000.0,1500000.0,600000.0,4450000.0,3850000.0,internship,2024-09-18 13:31:00
BGT04318,USR007,INC08105,1300000.0,700000.0,400000.0,2450000.0,2000000.0,scholarship,2023-05-01 05:16:00
BGT01965,USR019,INC01031,1550000.0,850000.0,400000.0,2800000.0,2400000.0,scholarship,2024-03-18 12:46:00
BGT08619,USR046,INC05418,4200000.0,2450000.0,1000000.0,7650000.0,6650000.0,business,2023-10-01 00:56:00
BGT07471,USR038,INC03393,1250000.0,600000.0,500000.0,2400000.0,1850000.0,freelance,2024-12-27 22:32:00
BGT00942,USR044,INC09536,1350000.0,900000.0,800000.0,3050000.0,2250000.0,business,2023-08-03 06:44:00
BGT08553,USR055,INC06476,2600000.0,1750000.0,950000.0,5350000.0,4350000.0,freelance,2024-03-05 10:40:00
BGT08173,USR015,INC07960,600000.0,400000.0,200000.0,1250000.0,1000000.0,allowance,2023-02-04 09:51:00
BGT09678,USR028,INC01008,1050000.0,650000.0,600000.0,2300000.0,1700000.0,part_time,2023-09-17 12:21:00
BGT07490,USR029,INC02765,2050000.0,1050000.0,800000.0,3900000.0,3100000.0,part_time,2023-07-21 11:18:00
BGT01952,USR012,INC09656,1000000.0,650000.0,350000.0,2000000.0,1650000.0,scholarship,2023-04-02 20:08:00
BGT01519,USR023,INC04008,1850000.0,1100000.0,900000.0,3850000.0,2950000.0,part_time,2023-04-01 09:13:00
BGT06724,USR003,INC01449,850000.0,650000.0,400000.0,1900000.0,1500000.0,part_time,2023-03-08 09:34:00
BGT00676,USR031,INC01349,1450000.0,950000.0,550000.0,2950000.0,2400000.0,freelance,2024-12-21 15:02:00
BGT05356,USR005,INC01109,1150000.0,650000.0,450000.0,225000000.0,1800000.0,part_time,2024-01-01 04:34:00
BGT05038,USR008,INC02310,1250000.0,800000.0,400000.0,2450000.0,2050000.0,scholarship,2024-11-04 15:46:00
BGT02479,USR019,INC09442,1300000.0,800000.0,450000.0,2550000.0,2100000.0,scholarship,2023-03-05 06:11:00
BGT01962,USR020,INC06199,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2024-12-05 15:21:00
BGT02742,USR037,INC07630,1150000.0,750000.0,500000.0,2400000.0,1900000.0,allowance,2024-06-12 13:41:00
BGT06871,USR035,INC00913,2600000.0,1400000.0,800000.0,4850000.0,4000000.0,internship,2023-05-11 10:01:00
BGT07105,USR050,INC02273,4000000.0,2400000.0,1050000.0,7450000.0,6400000.0,business,2023-07-08 17:38:00
BGT08314,USR044,INC07820,3500000.0,2250000.0,1100000.0,6850000.0,5750000.0,freelance,2024-04-23 08:31:00
BGT05226,USR039,INC07409,1850000.0,950000.0,850000.0,3650000.0,2800000.0,allowance,2023-11-06 20:13:00
BGT03073,USR025,INC08253,2200000.0,1450000.0,750000.0,4400000.0,3650000.0,part_time,2024-08-21 01:09:00
BGT09022,USR050,INC08907,2150000.0,1250000.0,500000.0,3900000.0,3400000.0,business,2024-04-28 03:18:00
BGT00568,USR018,INC09667,850000.0,650000.0,400000.0,1900000.0,1500000.0,allowance,2024-04-03 22:58:00
BGT02158,USR024,INC05298,1250000.0,600000.0,400000.0,2250000.0,1850000.0,freelance,2024-03-21 06:20:00
BGT08950,USR028,INC03309,850000.0,500000.0,300000.0,1650000.0,1350000.0,allowance,2023-10-27 22:40:00
BGT09088,USR015,INC00189,550000.0,300000.0,150000.0,1000000.0,850000.0,allowance,2023-02-08 15:18:00
BGT06020,USR033,INC05148,2300000.0,1250000.0,1000000.0,4550000.0,3550000.0,freelance,2024-09-16 18:01:00
BGT00398,USR036,INC07136,900000.0,500000.0,350000.0,1750000.0,1400000.0,part_time,2024-04-13 20:34:00
BGT03926,USR016,INC01663,1250000.0,-700000.0,450000.0,2450000.0,550000.0,allowance,2023-07-01 21:39:00
BGT00730,USR058,INC06814,2200000.0,1150000.0,900000.0,4250000.0,3350000.0,freelance,2024-02-29 13:12:00
BGT03640,USR064,INC06043,3900000.0,2550000.0,1500000.0,8000000.0,6450000.0,bonus,2023-05-29 06:37:00
BGT02132,USR056,INC03178,1800000.0,1300000.0,800000.0,3900000.0,3100000.0,business,2024-09-30 07:08:00
BGT06546,USR039,INC02772,1650000.0,850000.0,600000.0,3100000.0,2500000.0,allowance,2023-03-05 00:38:00
BGT08396,USR052,INC04809,2750000.0,1850000.0,1700000.0,6300000.0,4600000.0,freelance,2024-02-03 04:17:00
BGT05553,USR049,INC07089,3450000.0,2150000.0,900000.0,6500000.0,5600000.0,freelance,2024-09-25 08:08:00
BGT04985,USR014,INC09539,1500000.0,750000.0,550000.0,2800000.0,2250000.0,allowance,2024-08-26 08:31:00
BGT05765,USR058,INC03491,1700000.0,950000.0,450000.0,3100000.0,2650000.0,salary,2023-02-14 03:28:00
BGT00584,USR017,INC02159,1550000.0,900000.0,400000.0,2850000.0,2450000.0,allowance,2024-08-24 11:13:00
BGT06179,USR074,INC05390,4500000.0,2700000.0,2800000.0,10000000.0,7200000.0,freelance,2023-09-28 01:30:00
BGT01610,USR044,INC01613,2150000.0,1300000.0,1000000.0,4450000.0,3450000.0,bonus,2024-04-25 13:37:00
BGT00767,USR024,INC01635,1350000.0,850000.0,650000.0,2850000.0,2200000.0,part_time,2023-04-26 10:01:00
BGT09412,USR037,INC09574,1750000.0,1000000.0,350000.0,3100000.0,2750000.0,part_time,2024-01-03 15:12:00
BGT03177,USR064,INC04462,3200000.0,1950000.0,1350000.0,6500000.0,5150000.0,bonus,2023-09-01 18:16:00
BGT09570,USR065,INC01978,3200000.0,1650000.0,850000.0,5700000.0,4850000.0,freelance,2023-02-15 13:41:00
BGT01848,USR007,INC06389,800000.0,500000.0,250000.0,1550000.0,1300000.0,scholarship,2024-11-17 17:50:00
BGT06959,USR050,INC01844,2650000.0,1550000.0,1300000.0,5500000.0,4200000.0,freelance,2023-02-08 01:07:00
BGT01837,USR050,INC00794,2400000.0,1450000.0,950000.0,4800000.0,3850000.0,business,2024-07-06 13:29:00
