transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media,day_of_week,month,is_weekend,day,week,time_of_day,spending_level,log_amount,rolling_7d_spending,transaction_count,spike
TXN005818,USR006,2023-05-28 20:54:52,Aston Hotel,1700500.0,travel,Wants,QRIS,Gopay,Sunday,5,True,28,21,Malam,high,14.34643347149155,2349500.0,1,True
TXN001564,USR007,2023-05-28 21:51:58,Uniqlo,521500.0,shopping,Wants,QRIS,BCA,Sunday,5,True,28,21,Malam,high,13.164466470966667,2572500.0,1,False
TXN002063,USR053,2023-05-28 23:24:26,Adobe Creative Cloud,138000.0,education,Wants,QRIS,BNI,Sunday,5,True,28,21,Malam,medium,11.835016210489899,2651000.0,1,False
TXN000934,USR062,2023-05-29 01:58:26,Cult Fitness,558500.0,health,Needs,Transfer,CIMB Niaga,Monday,5,False,29,22,Malam,high,13.233011688000085,3169000.0,1,False
TXN008934,USR017,2023-05-29 04:37:54,Erigo,362500.0,shopping,Wants,Credit Card,CIMB Niaga,Monday,5,False,29,22,Malam,high,12.80078251189375,3509000.0,1,False
TXN009216,USR073,2023-05-29 06:01:07,Tabungan BRI,1385500.0,investment,Investment,Transfer,BNI,Monday,5,False,29,22,Pagi,high,14.141572365046006,4754000.0,1,True
TXN004467,USR030,2023-05-29 06:44:01,AirAsia,259000.0,travel,Wants,Transfer,Jenius,Monday,5,False,29,22,Pagi,high,12.464587201678082,4925500.0,1,False
TXN001587,USR033,2023-05-29 11:05:49,AirAsia,1093500.0,travel,Wants,QRIS,Mandiri,Monday,5,False,29,22,Pagi,high,13.904895033593283,4318500.0,1,False
TXN002608,USR065,2023-05-29 11:16:00,Indomaret Point,10500.0,groceries,Needs,Cash,Cash,Monday,5,False,29,22,Pagi,low,9.259225769705994,3807500.0,1,False
TXN007777,USR035,2023-05-29 13:32:29,Cinepolis,49000.0,entertainment,Wants,Credit Card,Standard Chartered,Monday,5,False,29,22,Siang,low,10.799595985047786,3718500.0,1,False
TXN009482,USR047,2023-05-29 14:13:26,Shell,37500.0,transport,Needs,QRIS,Gopay,Monday,5,False,29,22,Siang,low,10.53212287826962,3197500.0,1,False
TXN006118,USR001,2023-05-29 16:05:45,Emina Cosmetics,84500.0,self_care,Wants,Transfer,OVO,Monday,5,False,29,22,Siang,medium,11.344518647594766,2919500.0,1,False
TXN009471,USR025,2023-05-29 18:32:35,Guardian,284500.0,health,Needs,Credit Card,BNI,Monday,5,False,29,22,Sore,high,12.558492047480835,1818500.0,1,False
TXN002316,USR012,2023-05-29 22:55:16,Vidio,169000.0,entertainment,Wants,Credit Card,CIMB Niaga,Monday,5,False,29,22,Malam,medium,12.037659911047468,1728500.0,1,False
TXN008845,USR024,2023-05-29 23:33:20,Johnny Andrean,493500.0,self_care,Wants,Debit,BCA,Monday,5,False,29,22,Malam,high,13.109280164196072,1128500.0,1,False
TXN007572,USR037,2023-05-30 00:35:52,Barbershop,361500.0,self_care,Wants,Debit,BNI,Tuesday,5,False,30,22,Malam,high,12.79802008682886,1479500.0,1,False
TXN004815,USR071,2023-05-30 01:02:00,Mie Gacoan,38000.0,food,Needs,Credit Card,Mandiri,Tuesday,5,False,30,22,Malam,low,10.545367754151743,1468500.0,1,False
TXN006180,USR013,2023-05-30 02:57:27,Aston Hotel,890000.0,travel,Wants,Transfer,BCA,Tuesday,5,False,30,22,Malam,high,13.698977865303197,2321000.0,1,False
TXN008626,USR020,2023-05-30 05:16:46,Lazada,456500.0,shopping,Wants,Credit Card,Standard Chartered,Tuesday,5,False,30,22,Pagi,high,13.031346169595265,2693000.0,1,False
TXN001165,USR013,2023-05-30 06:43:48,Dicoding,188500.0,education,Wants,QRIS,DANA,Tuesday,5,False,30,22,Pagi,medium,12.146858590895919,2597000.0,1,False
TXN002692,USR013,2023-05-30 06:50:48,Smartfren,392500.0,utilities,Needs,QRIS,Gopay,Tuesday,5,False,30,22,Pagi,high,12.880294363972055,2820500.0,1,False
TXN009730,USR034,2023-05-30 08:05:03,PDAM,310000.0,utilities,Needs,QRIS,BCA,Tuesday,5,False,30,22,Pagi,high,12.644330802262578,2637000.0,1,False
TXN004227,USR002,2023-05-30 12:46:33,Airbnb,2241000.0,travel,Wants,Credit Card,BCA,Tuesday,5,False,30,22,Siang,high,14.622433199012326,4516500.0,1,True
TXN003156,USR051,2023-05-30 17:33:05,iPot,1309500.0,investment,Investment,Credit Card,BNI,Tuesday,5,False,30,22,Sore,high,14.08515670657986,5788000.0,1,True
TXN007908,USR014,2023-05-30 19:34:26,Prodia Lab,145000.0,health,Needs,Debit,BTN,Tuesday,5,False,30,22,Sore,medium,11.884495917930655,5043000.0,1,False
TXN002457,USR075,2023-05-30 20:13:15,Watson,489500.0,health,Needs,Credit Card,BNI,Tuesday,5,False,30,22,Malam,high,13.101141783851535,5076000.0,1,False
TXN007863,USR025,2023-05-30 21:10:32,Fit Hub,345500.0,health,Needs,QRIS,Gopay,Tuesday,5,False,30,22,Malam,high,12.75275081654168,5233000.0,1,False
TXN007234,USR021,2023-05-30 21:56:33,Alodokter,158500.0,health,Needs,Debit,BRI,Tuesday,5,False,30,22,Malam,medium,11.973516181427835,4999000.0,1,False
TXN006924,USR073,2023-05-30 23:00:18,KAI Kereta Api,114500.0,travel,Wants,Cash,Cash,Tuesday,5,False,30,22,Malam,medium,11.648338835562747,4803500.0,1,False
TXN002107,USR001,2023-05-30 23:12:07,Cotton On,77000.0,shopping,Wants,Transfer,Mandiri,Tuesday,5,False,30,22,Malam,medium,11.251573687764477,2639500.0,1,False
TXN001139,USR071,2023-05-31 02:43:39,Smartfren,201500.0,utilities,Needs,QRIS,OVO,Wednesday,5,False,31,22,Malam,high,12.213549623135716,1531500.0,1,False
TXN003940,USR037,2023-05-31 03:00:25,Converse,330500.0,shopping,Wants,Transfer,DANA,Wednesday,5,False,31,22,Malam,high,12.70836496398791,1717000.0,1,False
TXN003184,USR015,2023-05-31 03:57:52,Vidio,72000.0,entertainment,Wants,Debit,BTN,Wednesday,5,False,31,22,Malam,medium,11.184435286790631,1299500.0,1,False
TXN006006,USR044,2023-05-31 04:05:39,XXI Cinema,76500.0,entertainment,Wants,Transfer,Gopay,Wednesday,5,False,31,22,Malam,medium,11.245059091624615,1030500.0,1,False
TXN003179,USR041,2023-05-31 05:14:31,Barbershop,453500.0,self_care,Wants,Transfer,BCA,Wednesday,5,False,31,22,Pagi,high,13.024752753606561,1325500.0,1,False
TXN009166,USR061,2023-05-31 05:31:44,Nail Studio,464000.0,self_care,Wants,Debit,Mandiri,Wednesday,5,False,31,22,Pagi,high,13.047641986378483,1675000.0,1,False
TXN009566,USR045,2023-05-31 08:23:36,Skill Academy,139500.0,education,Wants,Transfer,Gopay,Wednesday,5,False,31,22,Pagi,medium,11.845827048676645,1737500.0,1,False
TXN001534,USR056,2023-05-31 09:49:33,Hypermart,255000.0,groceries,Needs,QRIS,DANA,Wednesday,5,False,31,22,Pagi,high,12.449022745701502,1791000.0,1,False
TXN010012,USR052,2023-05-31 10:14:12,LRT Jakarta,30000.0,transport,Needs,QRIS,BRI,Wednesday,5,False,31,22,Pagi,low,10.308985993422082,1490500.0,1,False
TXN006854,USR071,2023-05-31 10:19:37,Klinik Pratama,524000.0,health,Needs,Transfer,OVO,Wednesday,5,False,31,22,Pagi,high,13.169248871698304,1942500.0,1,False
TXN009393,USR072,2023-05-31 10:33:28,Vivo Gas Station,29500.0,transport,Needs,Transfer,Mandiri,Wednesday,5,False,31,22,Pagi,low,10.292179440058462,1895500.0,1,False
TXN006187,USR065,2023-05-31 11:24:22,Tabungan BRI,1303000.0,investment,Investment,Transfer,Gopay,Wednesday,5,False,31,22,Pagi,high,14.080180623566395,2745000.0,1,True
TXN008217,USR003,2023-05-31 13:33:22,MyTelkomsel,30000.0,utilities,Needs,Debit,Mandiri,Wednesday,5,False,31,22,Siang,low,10.308985993422082,2311000.0,1,False
TXN007794,USR032,2023-05-31 18:03:19,MyPertamina,68000.0,transport,Needs,QRIS,OVO,Wednesday,5,False,31,22,Sore,medium,11.127277689932466,2239500.0,1,False
TXN009753,USR056,2023-05-31 19:38:51,CFC,100000.0,food,Needs,Debit,BCA,Wednesday,5,False,31,22,Sore,medium,11.51293546492023,2084500.0,1,False
TXN001415,USR036,2023-05-31 20:35:00,Scarlett Whitening,226500.0,self_care,Wants,QRIS,Mandiri,Wednesday,5,False,31,22,Malam,high,12.330504638906516,2281000.0,1,False
TXN009095,USR010,2023-06-01 01:09:44,Adobe Creative Cloud,223000.0,education,Wants,Transfer,Gopay,Thursday,6,False,1,22,Malam,high,12.314931534737134,1980000.0,1,False
TXN002630,USR067,2023-06-01 01:30:00,Vidio,84500.0,entertainment,Wants,Credit Card,Mandiri,Thursday,6,False,1,22,Malam,medium,11.344518647594766,2035000.0,1,False
TXN001297,USR054,2023-06-01 01:35:17,CFC,74500.0,food,Needs,Transfer,BCA,Thursday,6,False,1,22,Malam,medium,11.218567827096358,806500.0,1,False
TXN001474,USR024,2023-06-01 05:38:28,Indodax,1409000.0,investment,Investment,Credit Card,CIMB Niaga,Thursday,6,False,1,22,Pagi,high,14.158391500603773,2185500.0,1,True
TXN006795,USR074,2023-06-01 06:21:27,First Media,272500.0,utilities,Needs,Transfer,Gopay,Thursday,6,False,1,22,Pagi,high,12.515397562803473,2390000.0,1,False
TXN000599,USR044,2023-06-01 06:44:00,Canva Pro,220000.0,education,Wants,Transfer,ShopeePay,Thursday,6,False,1,22,Pagi,high,12.301387370778713,2510000.0,1,False
TXN009395,USR012,2023-06-01 09:25:26,RS Siloam,318000.0,health,Needs,Debit,BRI,Thursday,6,False,1,22,Pagi,high,12.669809806411457,2601500.0,1,False
TXN007162,USR004,2023-06-01 11:25:10,Spotify,74000.0,entertainment,Wants,Credit Card,Citibank,Thursday,6,False,1,22,Pagi,medium,11.211833885608513,2452500.0,1,False
TXN003542,USR075,2023-06-01 16:58:34,inDrive,46500.0,transport,Needs,Transfer,BSI,Thursday,6,False,1,22,Siang,low,10.747229096720554,2414500.0,1,False
TXN007750,USR034,2023-06-01 17:22:35,Ajaib,1769000.0,investment,Investment,Transfer,BCA,Thursday,6,False,1,22,Sore,high,14.385925538432888,4109000.0,1,True
TXN000070,USR050,2023-06-01 20:21:28,Udemy,280500.0,education,Wants,Transfer,BRI,Thursday,6,False,1,22,Malam,high,12.544332569000922,2980500.0,1,False
TXN009079,USR022,2023-06-01 21:26:32,Nasi Padang,8000.0,food,Needs,QRIS,BCA,Thursday,6,False,1,22,Malam,low,8.987321812850125,2716000.0,1,False
TXN008345,USR033,2023-06-01 22:35:19,Sport Station,791000.0,shopping,Wants,Transfer,Mandiri,Thursday,6,False,1,22,Malam,high,13.581054510971494,3287000.0,1,False
TXN006594,USR002,2023-06-01 23:34:31,Tokocrypto,648500.0,investment,Investment,QRIS,Gopay,Thursday,6,False,1,22,Malam,high,13.382418824757494,3617500.0,1,False
TXN005689,USR019,2023-06-02 01:54:10,Ranch Market,219500.0,groceries,Needs,Debit,BRI,Friday,6,False,2,22,Malam,high,12.299112067295642,3763000.0,1,False
TXN006412,USR075,2023-06-02 02:41:58,The Body Shop,65500.0,self_care,Wants,QRIS,OVO,Friday,6,False,2,22,Malam,medium,11.089820688682373,3782000.0,1,False
TXN001939,USR074,2023-06-02 03:16:08,SPA Reflexology,61000.0,self_care,Wants,Transfer,OVO,Friday,6,False,2,22,Malam,medium,11.0186455364637,2074000.0,1,False
TXN005894,USR019,2023-06-02 03:44:34,Tiket.com,326000.0,travel,Wants,Credit Card,Citibank,Friday,6,False,2,22,Malam,high,12.694655727828803,2119500.0,1,False
TXN008633,USR060,2023-06-02 03:55:48,Bareksa,917500.0,investment,Investment,Transfer,Gopay,Friday,6,False,2,22,Malam,high,13.729408948828524,3029000.0,1,False
TXN003759,USR072,2023-06-02 09:12:22,J.CO Donuts,83500.0,food,Needs,Debit,BNI,Friday,6,False,2,22,Pagi,medium,11.332613886815139,2321500.0,1,False
TXN009069,USR027,2023-06-02 11:00:28,MyTelkomsel,351000.0,utilities,Needs,Transfer,BRI,Friday,6,False,2,22,Pagi,high,12.768544351446794,2024000.0,1,False
TXN005908,USR045,2023-06-02 12:19:01,Alodokter,445000.0,health,Needs,Credit Card,CIMB Niaga,Friday,6,False,2,22,Siang,high,13.005831808336863,2249500.0,1,False
TXN003443,USR046,2023-06-02 12:57:47,Superindo,266000.0,groceries,Needs,QRIS,Mandiri,Friday,6,False,2,22,Siang,high,12.491255347155265,2450000.0,1,False
TXN003755,USR034,2023-06-02 14:44:37,Cotton On,925000.0,shopping,Wants,Credit Card,BRI,Friday,6,False,2,22,Siang,high,13.73755009757506,3314000.0,1,False
TXN005918,USR005,2023-06-02 14:58:17,PlayStation Store,120000.0,entertainment,Wants,Debit,BSI,Friday,6,False,2,22,Siang,medium,11.695255355062795,3108000.0,1,False
TXN001872,USR054,2023-06-02 15:02:21,Timezone,179000.0,entertainment,Wants,QRIS,BNI,Friday,6,False,2,22,Siang,medium,12.095146671399466,2369500.0,1,False
TXN007002,USR020,2023-06-02 15:46:20,Pintu Crypto,220500.0,investment,Investment,Debit,CIMB Niaga,Friday,6,False,2,22,Siang,high,12.303657509006147,2506500.0,1,False
TXN001185,USR028,2023-06-02 22:15:35,Coursera,164500.0,education,Wants,QRIS,LinkAja,Friday,6,False,2,22,Malam,medium,12.010671928196443,2320000.0,1,False
TXN002041,USR005,2023-06-03 04:28:06,Canva Pro,167500.0,education,Wants,Debit,BRI,Saturday,6,True,3,22,Malam,medium,12.02874460037869,2042500.0,1,False
TXN009341,USR037,2023-06-03 07:45:55,Google One Storage,190500.0,education,Wants,Debit,CIMB Niaga,Saturday,6,True,3,22,Pagi,medium,12.157412722878947,1967000.0,1,False
TXN001774,USR065,2023-06-03 07:55:38,Watson,138500.0,health,Needs,Transfer,BRI,Saturday,6,True,3,22,Pagi,medium,11.83863282480007,1180500.0,1,False
TXN008108,USR039,2023-06-03 10:05:19,Roblox,133500.0,entertainment,Wants,Credit Card,BCA,Saturday,6,True,3,22,Pagi,medium,11.80186424743109,1194000.0,1,False
TXN002846,USR006,2023-06-03 10:27:23,Zara,234500.0,shopping,Wants,Credit Card,BRI,Saturday,6,True,3,22,Pagi,high,12.365215131251702,1249500.0,1,False
TXN006879,USR047,2023-06-03 14:04:22,CFC,45500.0,food,Needs,QRIS,OVO,Saturday,6,True,3,22,Siang,low,10.725489582719506,1074500.0,1,False
TXN004448,USR058,2023-06-03 14:26:20,Adobe Creative Cloud,375500.0,education,Wants,Transfer,DANA,Saturday,6,True,3,22,Siang,high,12.836016413298626,1285500.0,1,False
TXN000996,USR052,2023-06-03 14:36:41,KRL Commuter,19000.0,transport,Needs,QRIS,BCA,Saturday,6,True,3,22,Siang,low,9.852246888342531,1137000.0,1,False
TXN000404,USR036,2023-06-03 19:29:58,CFC,9500.0,food,Needs,QRIS,BNI,Saturday,6,True,3,22,Sore,low,9.15915233520675,956000.0,1,False
TXN007170,USR020,2023-06-03 21:39:35,Shell,61000.0,transport,Needs,Transfer,Jenius,Saturday,6,True,3,22,Malam,medium,11.0186455364637,878500.0,1,False
TXN006445,USR023,2023-06-03 21:56:03,Indomaret,282500.0,groceries,Needs,QRIS,BCA,Saturday,6,True,3,22,Malam,high,12.551437369385376,1027500.0,1,False
TXN007369,USR072,2023-06-04 00:50:28,Circle K,62500.0,groceries,Needs,Debit,BNI,Sunday,6,True,4,22,Malam,medium,11.042937835596494,855500.0,1,False
TXN009937,USR012,2023-06-04 01:42:39,Udemy,20500.0,education,Wants,QRIS,ShopeePay,Sunday,6,True,4,22,Malam,low,9.928228944424575,830500.0,1,False
TXN003153,USR020,2023-06-04 01:44:14,FamilyMart,316000.0,groceries,Needs,Cash,Cash,Sunday,6,True,4,22,Malam,high,12.663500657121004,771000.0,1,False
TXN007008,USR074,2023-06-04 01:45:16,Hokben,45000.0,food,Needs,QRIS,BNI,Sunday,6,True,4,22,Malam,low,10.714439990727769,797000.0,1,False
TXN005688,USR009,2023-06-04 02:52:28,Somethinc,204500.0,self_care,Wants,Credit Card,Standard Chartered,Sunday,6,True,4,22,Malam,high,12.228328144428588,992000.0,1,False
TXN004481,USR043,2023-06-04 04:11:47,Google One Storage,205000.0,education,Wants,Transfer,OVO,Sunday,6,True,4,22,Malam,high,12.230770136157428,1136000.0,2,False
TXN006585,USR043,2023-06-04 04:11:47,Google One Storage,205000.0,education,Wants,Transfer,OVO,Sunday,6,True,4,22,Malam,high,12.230770136157428,1058500.0,2,False
TXN004340,USR044,2023-06-04 08:30:28,Kimia Farma,539500.0,health,Needs,Transfer,BRI,Sunday,6,True,4,22,Pagi,high,13.198399917246727,1535500.0,1,False
TXN009630,USR016,2023-06-04 08:49:08,Dicoding,269000.0,education,Wants,Debit,CIMB Niaga,Sunday,6,True,4,22,Pagi,high,12.502470376049185,1784000.0,1,False
TXN007082,USR008,2023-06-04 11:59:12,Pluang,1108000.0,investment,Investment,QRIS,BCA,Sunday,6,True,4,22,Pagi,high,13.918068048816036,2576000.0,1,False
TXN002186,USR008,2023-06-04 15:50:33,CGV Cinemas,179000.0,entertainment,Wants,Transfer,OVO,Sunday,6,True,4,22,Siang,medium,12.095146671399466,2710000.0,1,False
TXN002240,USR056,2023-06-04 20:23:53,Waxing Center,125000.0,self_care,Wants,Credit Card,BNI,Sunday,6,True,4,22,Malam,medium,11.736077016252437,2630500.0,1,False
TXN006078,USR022,2023-06-04 21:03:39,Sport Station,508000.0,shopping,Wants,QRIS,BCA,Sunday,6,True,4,22,Malam,high,13.138238695062618,2933500.0,1,False
TXN005092,USR059,2023-06-04 22:57:47,Apotek K24,126500.0,health,Needs,QRIS,Gopay,Sunday,6,True,4,22,Malam,medium,11.748005492256807,2855000.0,1,False
TXN001721,USR001,2023-06-05 01:12:43,J.CO Donuts,107500.0,food,Needs,Cash,Cash,Monday,6,False,5,23,Malam,medium,11.58525542883217,2423000.0,1,False
TXN003760,USR059,2023-06-05 04:10:24,Fit Hub,561000.0,health,Needs,Cash,Cash,Monday,6,False,5,23,Malam,high,13.237477967034438,2715000.0,1,False
TXN003991,USR035,2023-06-05 05:16:07,Lion Air,870500.0,travel,Wants,Cash,Cash,Monday,6,False,5,23,Pagi,high,13.676824186954798,2477500.0,1,False
TXN003918,USR004,2023-06-05 05:19:35,Steam,149500.0,entertainment,Wants,Transfer,Jenius,Monday,6,False,5,23,Pagi,medium,11.915058360753719,2448000.0,1,False
TXN007481,USR012,2023-06-05 07:32:11,Kopi Kenangan,46000.0,food,Needs,Credit Card,BRI,Monday,6,False,5,23,Pagi,low,10.736418414365374,2369000.0,1,False
TXN008478,USR022,2023-06-05 10:01:35,Johnny Andrean,319000.0,self_care,Wants,Debit,BSI,Monday,6,False,5,23,Pagi,high,12.672949516558306,2180000.0,1,False
TXN005118,USR056,2023-06-05 14:27:22,Indomaret Point,285000.0,groceries,Needs,QRIS,BRI,Monday,6,False,5,23,Siang,high,12.560247968016562,2338500.0,1,False
TXN003201,USR049,2023-06-05 14:44:05,Udemy,217000.0,education,Wants,Transfer,BRI,Monday,6,False,5,23,Siang,high,12.28765724080691,2448000.0,1,False
TXN003352,USR048,2023-06-05 15:17:56,Steam,109500.0,entertainment,Wants,Transfer,BSI,Monday,6,False,5,23,Siang,medium,11.603688960617083,1996500.0,1,False
TXN005151,USR010,2023-06-05 15:35:22,PUBG Mobile,32500.0,entertainment,Wants,QRIS,ShopeePay,Monday,6,False,5,23,Siang,low,10.389026137075234,1158500.0,1,False
TXN001537,USR047,2023-06-05 16:05:29,Celebrity Fitness,549500.0,health,Needs,QRIS,BCA,Monday,6,False,5,23,Siang,high,13.216765872660371,1558500.0,1,False
TXN009103,USR032,2023-06-05 17:56:59,Transjakarta,71000.0,transport,Needs,QRIS,Mandiri,Monday,6,False,5,23,Sore,medium,11.170449240431308,1583500.0,1,False
TXN001682,USR063,2023-06-05 18:33:55,Microsoft 365,486000.0,education,Wants,QRIS,ShopeePay,Monday,6,False,5,23,Sore,high,13.093965960493684,1750500.0,1,False
TXN008925,USR069,2023-06-05 18:58:42,Santika Hotel,427500.0,travel,Wants,Transfer,Mandiri,Monday,6,False,5,23,Sore,high,12.965711906537503,1893000.0,1,False
TXN005889,USR033,2023-06-05 19:47:19,Mobile Legends,43500.0,entertainment,Wants,Debit,BRI,Monday,6,False,5,23,Sore,low,10.680539205318292,1719500.0,1,False
TXN005480,USR056,2023-06-05 22:25:00,Roblox,102500.0,entertainment,Wants,QRIS,BRI,Monday,6,False,5,23,Malam,medium,11.537627833610571,1712500.0,1,False
TXN008105,USR049,2023-06-06 00:25:35,Pintu Crypto,1834000.0,investment,Investment,Transfer,ShopeePay,Tuesday,6,False,6,23,Malam,high,14.42201047705467,3514000.0,1,True
TXN001279,USR069,2023-06-06 01:09:51,McDonalds,94500.0,food,Needs,QRIS,BRI,Tuesday,6,False,6,23,Malam,medium,11.456365695436427,3059000.0,1,False
TXN005299,USR036,2023-06-06 02:28:05,Garuda Indonesia,1149500.0,travel,Wants,Debit,BRI,Tuesday,6,False,6,23,Malam,high,13.954838493128449,4137500.0,1,True
TXN005359,USR026,2023-06-06 05:16:00,Kimia Farma,108000.0,health,Needs,QRIS,Gopay,Tuesday,6,False,6,23,Pagi,medium,11.58989576532275,3759500.0,1,False
TXN004140,USR055,2023-06-06 06:16:20,RS Siloam,102500.0,health,Needs,QRIS,BCA,Tuesday,6,False,6,23,Pagi,medium,11.537627833610571,3434500.0,1,False
TXN007517,USR058,2023-06-06 06:25:06,Blue Bird,36500.0,transport,Needs,QRIS,BNI,Tuesday,6,False,6,23,Pagi,low,10.505094936455558,3427500.0,1,False
TXN001323,USR005,2023-06-06 08:25:46,Santika Hotel,216500.0,travel,Wants,Transfer,Gopay,Tuesday,6,False,6,23,Pagi,high,12.285350445351659,3541500.0,1,False
TXN005374,USR029,2023-06-06 09:30:41,Compass,251500.0,shopping,Wants,Credit Card,BNI,Tuesday,6,False,6,23,Pagi,high,12.435202244657168,1959000.0,1,False
TXN008103,USR020,2023-06-06 11:06:57,Sport Station,1045000.0,shopping,Wants,QRIS,DANA,Tuesday,6,False,6,23,Pagi,high,13.85952840031839,2909500.0,1,False
TXN001005,USR027,2023-06-06 11:51:06,Blibli,979500.0,shopping,Wants,Transfer,BSI,Tuesday,6,False,6,23,Pagi,high,13.794798537295257,2739500.0,1,False
TXN007073,USR012,2023-06-06 12:38:47,KFC,24000.0,food,Needs,Cash,Cash,Tuesday,6,False,6,23,Siang,low,10.085850775128717,2655500.0,1,False
TXN003787,USR063,2023-06-06 12:50:54,Warung,88000.0,food,Needs,Cash,Cash,Tuesday,6,False,6,23,Siang,medium,11.385103457032141,2641000.0,1,False
TXN002273,USR001,2023-06-06 13:25:41,Bareksa,775500.0,investment,Investment,QRIS,Gopay,Tuesday,6,False,6,23,Siang,high,13.56126455108855,3380000.0,1,False
TXN008417,USR037,2023-06-06 21:11:57,Tiket.com,825500.0,travel,Wants,Cash,Cash,Tuesday,6,False,6,23,Malam,high,13.623745753728624,3989000.0,1,False
TXN000699,USR020,2023-06-06 22:34:00,Fore Coffee,106000.0,food,Needs,QRIS,ShopeePay,Tuesday,6,False,6,23,Malam,medium,11.571203807011969,3843500.0,1,False
TXN005591,USR038,2023-06-06 23:01:32,iCloud Storage,149500.0,utilities,Needs,QRIS,BRI,Tuesday,6,False,6,23,Malam,medium,11.915058360753719,2948000.0,1,False
TXN000108,USR031,2023-06-06 23:44:30,Tiket.com,868000.0,travel,Wants,Credit Card,CIMB Niaga,Tuesday,6,False,6,23,Malam,high,13.673948145715556,2836500.0,1,False
TXN006535,USR066,2023-06-07 02:38:50,Pintu Crypto,1904500.0,investment,Investment,QRIS,BNI,Wednesday,6,False,7,23,Malam,high,14.459730589972855,4717000.0,1,True
TXN001669,USR020,2023-06-07 02:43:48,Parkir Mall,32500.0,transport,Needs,Credit Card,CIMB Niaga,Wednesday,6,False,7,23,Malam,low,10.389026137075234,4661500.0,1,False
TXN009142,USR073,2023-06-07 02:47:13,Mixue,29000.0,food,Needs,QRIS,ShopeePay,Wednesday,6,False,7,23,Malam,low,10.275085591132715,3915000.0,1,False
TXN009927,USR008,2023-06-07 05:55:11,Deposito BCA,1906000.0,investment,Investment,QRIS,Gopay,Wednesday,6,False,7,23,Pagi,high,14.460517887855119,4995500.0,1,True
TXN000706,USR032,2023-06-07 08:27:48,Alfamart,334000.0,groceries,Needs,QRIS,BCA,Wednesday,6,False,7,23,Pagi,high,12.718899265966332,5223500.0,1,False
TXN003809,USR073,2023-06-07 10:14:41,FamilyMart,244500.0,groceries,Needs,Cash,Cash,Wednesday,6,False,7,23,Pagi,high,12.40697467786825,5318500.0,1,False
TXN008566,USR056,2023-06-07 10:15:31,Garuda Indonesia,245000.0,travel,Wants,Transfer,BRI,Wednesday,6,False,7,23,Pagi,high,12.409017571151187,4695500.0,1,False
TXN002043,USR075,2023-06-07 10:15:51,Teh Tarik Poci,116500.0,food,Needs,Credit Card,Mandiri,Wednesday,6,False,7,23,Pagi,medium,11.665655135642039,2907500.0,1,False
TXN009505,USR046,2023-06-07 10:30:00,MyTelkomsel,217000.0,utilities,Needs,Debit,CIMB Niaga,Wednesday,6,False,7,23,Pagi,high,12.28765724080691,3092000.0,1,False
TXN003667,USR009,2023-06-07 14:11:47,Google One Storage,21000.0,education,Wants,Cash,Cash,Wednesday,6,False,7,23,Siang,low,9.952325334619427,3084000.0,1,False
TXN008708,USR021,2023-06-07 14:44:26,Figma,483500.0,education,Wants,QRIS,DANA,Wednesday,6,False,7,23,Siang,high,13.088808662125674,1661500.0,1,False
TXN003609,USR056,2023-06-07 15:43:33,Free Fire,145000.0,entertainment,Wants,Transfer,BSI,Wednesday,6,False,7,23,Siang,medium,11.884495917930655,1472500.0,1,False
TXN001201,USR068,2023-06-07 19:47:10,PDAM,139000.0,utilities,Needs,Cash,Cash,Wednesday,6,False,7,23,Sore,medium,11.842236406331555,1367000.0,1,False
TXN004821,USR063,2023-06-07 20:51:56,Parkir Mall,68500.0,transport,Needs,Debit,BRI,Wednesday,6,False,7,23,Malam,medium,11.134603622683905,1190500.0,1,False
TXN006367,USR046,2023-06-08 01:20:11,Sport Station,360500.0,shopping,Wants,Transfer,Mandiri,Thursday,6,False,8,23,Malam,high,12.795250009628397,1434500.0,1,False
TXN004704,USR047,2023-06-08 01:54:28,Nail Studio,403500.0,self_care,Wants,QRIS,BCA,Thursday,6,False,8,23,Malam,high,12.907934245003815,1621000.0,1,False
TXN007705,USR043,2023-06-08 02:23:28,Nasi Goreng Pak Nasir,96500.0,food,Needs,Credit Card,Mandiri,Thursday,6,False,8,23,Malam,medium,11.477308649967686,1696500.0,1,False
TXN002295,USR017,2023-06-08 02:25:39,Hypermart,149500.0,groceries,Needs,Cash,Cash,Thursday,6,False,8,23,Malam,medium,11.915058360753719,1362500.0,1,False
TXN006803,USR006,2023-06-08 06:26:38,MyXL,148500.0,entertainment,Wants,Transfer,BRI,Thursday,6,False,8,23,Pagi,medium,11.908346971208951,1366000.0,1,False
TXN006849,USR034,2023-06-08 07:28:12,iPot,96000.0,investment,Investment,Debit,BCA,Thursday,6,False,8,23,Pagi,medium,11.472113887062386,1323000.0,1,False
TXN004777,USR025,2023-06-08 11:33:47,Carrefour,299000.0,groceries,Needs,Transfer,LinkAja,Thursday,6,False,8,23,Pagi,high,12.608202196848836,1553500.0,1,False
TXN003841,USR072,2023-06-08 16:45:11,The Body Shop,122500.0,self_care,Wants,Cash,Cash,Thursday,6,False,8,23,Siang,medium,11.715874472198905,1315500.0,1,False
TXN002155,USR054,2023-06-08 21:46:18,Tabungan BRI,688500.0,investment,Investment,Credit Card,BCA,Thursday,6,False,8,23,Malam,high,13.442272049582616,1600500.0,1,False
