transaction_id,user_id,date,merchant,amount,category_detail,category_primary,payment_method,payment_media,month,year,budget_id,income_id,needs_amount,wants_amount,investment_amount,income_amount,budget_limit,source,income_date,transaction_count_to_date,total_expense_to_date,needs_expense,needs_expense_to_date,wants_expense,wants_expense_to_date,investment_expense,investment_expense_to_date,needs_usage_ratio,wants_usage_ratio,investment_usage_ratio,total_budget_usage_ratio,days_elapsed,avg_daily_spending,days_in_month,remaining_days,rolling_7d_spending,rolling_30d_spending,last_month_expense,is_overspending,overspending_status
TXN009635,USR002,2023-08-30 04:01:22,Apotek K24,455000.0,health,Needs,QRIS,Mandiri,8,2023,BGT07262,INC08804,1300000.0,800000.0,250000.0,2400000.0,2100000.0,scholarship,2023-08-29 20:11:00,34,8902500.0,455000.0,2022500.0,0.0,3592500.0,0.0,3287500.0,1.5557692307692308,4.490625,13.15,4.239285714285714,30,296750.0,31,1,1961000.0,6272500.0,6441000.0,True,overspending
TXN009635,USR002,2023-08-30 04:01:22,Apotek K24,455000.0,health,Needs,QRIS,Mandiri,8,2023,BGT04551,INC03738,1400000.0,750000.0,700000.0,2850000.0,2150000.0,part_time,2023-08-10 04:31:00,35,9357500.0,455000.0,2477500.0,0.0,3592500.0,0.0,3287500.0,1.769642857142857,4.79,4.696428571428571,4.352325581395349,30,311916.6666666667,31,1,2369000.0,6070000.0,6441000.0,True,overspending
TXN002381,USR002,2023-09-03 02:29:50,Emina Cosmetics,134500.0,self_care,Wants,Transfer,Jenius,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,5,10106500.0,0.0,0.0,134500.0,10106500.0,0.0,0.0,0.0,18.375454545454545,0.0,6.97,3,3368833.3333333335,30,27,2456500.0,6164000.0,9357500.0,True,overspending
TXN002381,USR002,2023-09-03 02:29:50,Emina Cosmetics,134500.0,self_care,Wants,Transfer,Jenius,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,6,10241000.0,0.0,0.0,134500.0,10241000.0,0.0,0.0,0.0,17.06833333333333,0.0,6.024117647058824,3,3413666.6666666665,30,27,2544000.0,6258000.0,9357500.0,True,overspending
TXN002381,USR002,2023-09-03 02:29:50,Emina Cosmetics,134500.0,self_care,Wants,Transfer,Jenius,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,7,10375500.0,0.0,0.0,134500.0,10375500.0,0.0,0.0,0.0,34.585,0.0,12.206470588235295,3,3458500.0,30,27,2223500.0,6352000.0,9357500.0,True,overspending
TXN002381,USR002,2023-09-03 02:29:50,Emina Cosmetics,134500.0,self_care,Wants,Transfer,Jenius,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,8,10510000.0,0.0,0.0,134500.0,10510000.0,0.0,0.0,0.0,16.16923076923077,0.0,6.005714285714285,3,3503333.3333333335,30,27,1903000.0,6446000.0,9357500.0,True,overspending
TXN007983,USR002,2023-09-05 00:05:46,Stockbit,553500.0,investment,Investment,QRIS,LinkAja,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,25,13411500.0,0.0,704000.0,0.0,12154000.0,553500.0,553500.0,0.7822222222222223,22.098181818181818,1.107,9.249310344827586,5,2682300.0,30,25,2001500.0,6959000.0,9357500.0,True,overspending
TXN007983,USR002,2023-09-05 00:05:46,Stockbit,553500.0,investment,Investment,QRIS,LinkAja,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,26,13965000.0,0.0,704000.0,0.0,12154000.0,553500.0,1107000.0,0.64,20.256666666666668,2.7675,8.214705882352941,5,2793000.0,30,25,2100000.0,6953000.0,9357500.0,True,overspending
TXN007983,USR002,2023-09-05 00:05:46,Stockbit,553500.0,investment,Investment,QRIS,LinkAja,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,27,14518500.0,0.0,704000.0,0.0,12154000.0,553500.0,1660500.0,1.28,40.513333333333335,8.3025,17.08058823529412,5,2903700.0,30,25,2198500.0,6947000.0,9357500.0,True,overspending
TXN007983,USR002,2023-09-05 00:05:46,Stockbit,553500.0,investment,Investment,QRIS,LinkAja,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,28,15072000.0,0.0,704000.0,0.0,12154000.0,553500.0,2214000.0,0.64,18.698461538461537,4.428,8.612571428571428,5,3014400.0,30,25,2617500.0,6941000.0,9357500.0,True,overspending
TXN002756,USR002,2023-09-09 20:02:59,MyXL,316500.0,shopping,Wants,Transfer,BNI,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,9,10826500.0,0.0,0.0,316500.0,10826500.0,0.0,0.0,0.0,19.684545454545454,0.0,7.466551724137931,9,1202944.4444444445,30,21,2799500.0,6698000.0,9357500.0,True,overspending
TXN002756,USR002,2023-09-09 20:02:59,MyXL,316500.0,shopping,Wants,Transfer,BNI,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,10,11143000.0,0.0,0.0,316500.0,11143000.0,0.0,0.0,0.0,18.571666666666665,0.0,6.554705882352941,9,1238111.111111111,30,21,2981500.0,6455000.0,9357500.0,True,overspending
TXN002756,USR002,2023-09-09 20:02:59,MyXL,316500.0,shopping,Wants,Transfer,BNI,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,11,11459500.0,0.0,0.0,316500.0,11459500.0,0.0,0.0,0.0,38.19833333333333,0.0,13.481764705882354,9,1273277.7777777778,30,21,3163500.0,6727500.0,9357500.0,True,overspending
TXN002756,USR002,2023-09-09 20:02:59,MyXL,316500.0,shopping,Wants,Transfer,BNI,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,12,11776000.0,0.0,0.0,316500.0,11776000.0,0.0,0.0,0.0,18.116923076923076,0.0,6.7291428571428575,9,1308444.4444444445,30,21,2926500.0,7000000.0,9357500.0,True,overspending
TXN001919,USR002,2023-09-16 22:23:23,Lion Air,2493000.0,travel,Wants,Transfer,ShopeePay,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,1,2493000.0,0.0,0.0,2493000.0,2493000.0,0.0,0.0,0.0,4.532727272727273,0.0,1.7193103448275862,16,155812.5,30,14,4866000.0,9449000.0,9357500.0,True,overspending
TXN001919,USR002,2023-09-16 22:23:23,Lion Air,2493000.0,travel,Wants,Transfer,ShopeePay,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,2,4986000.0,0.0,0.0,2493000.0,4986000.0,0.0,0.0,0.0,8.31,0.0,2.9329411764705884,16,311625.0,30,14,6805500.0,11898000.0,9357500.0,True,overspending
TXN001919,USR002,2023-09-16 22:23:23,Lion Air,2493000.0,travel,Wants,Transfer,ShopeePay,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,3,7479000.0,0.0,0.0,2493000.0,7479000.0,0.0,0.0,0.0,24.93,0.0,8.798823529411765,16,467437.5,30,14,8745000.0,14347000.0,9357500.0,True,overspending
TXN001919,USR002,2023-09-16 22:23:23,Lion Air,2493000.0,travel,Wants,Transfer,ShopeePay,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,4,9972000.0,0.0,0.0,2493000.0,9972000.0,0.0,0.0,0.0,15.34153846153846,0.0,5.698285714285714,16,623250.0,30,14,10921500.0,16772000.0,9357500.0,True,overspending
TXN003803,USR002,2023-09-25 07:30:41,Indomie Rebus,48500.0,food,Needs,Credit Card,Citibank,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,13,11824500.0,48500.0,48500.0,0.0,11776000.0,0.0,0.0,0.05388888888888889,21.41090909090909,0.0,8.154827586206897,25,472980.0,30,5,10653500.0,16752500.0,9357500.0,True,overspending
TXN003803,USR002,2023-09-25 07:30:41,Indomie Rebus,48500.0,food,Needs,Credit Card,Citibank,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,14,11873000.0,48500.0,97000.0,0.0,11776000.0,0.0,0.0,0.08818181818181818,19.626666666666665,0.0,6.984117647058824,25,474920.0,30,5,10385500.0,16733000.0,9357500.0,True,overspending
TXN003803,USR002,2023-09-25 07:30:41,Indomie Rebus,48500.0,food,Needs,Credit Card,Citibank,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,15,11921500.0,48500.0,145500.0,0.0,11776000.0,0.0,0.0,0.26454545454545453,39.25333333333333,0.0,14.025294117647059,25,476860.0,30,5,10117500.0,16713500.0,9357500.0,True,overspending
TXN003803,USR002,2023-09-25 07:30:41,Indomie Rebus,48500.0,food,Needs,Credit Card,Citibank,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,16,11970000.0,48500.0,194000.0,0.0,11776000.0,0.0,0.0,0.17636363636363636,18.116923076923076,0.0,6.84,25,478800.0,30,5,7673000.0,16694000.0,9357500.0,True,overspending
TXN003903,USR002,2023-09-28 11:32:27,Steam,94500.0,entertainment,Wants,Transfer,BRI,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,17,12064500.0,0.0,194000.0,94500.0,11870500.0,0.0,0.0,0.21555555555555556,21.582727272727272,0.0,8.320344827586206,28,430875.0,30,2,5274500.0,16741500.0,9357500.0,True,overspending
TXN003903,USR002,2023-09-28 11:32:27,Steam,94500.0,entertainment,Wants,Transfer,BRI,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,18,12159000.0,0.0,194000.0,94500.0,11965000.0,0.0,0.0,0.17636363636363636,19.941666666666666,0.0,7.152352941176471,28,434250.0,30,2,2876000.0,16789000.0,9357500.0,True,overspending
TXN003903,USR002,2023-09-28 11:32:27,Steam,94500.0,entertainment,Wants,Transfer,BRI,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,19,12253500.0,0.0,194000.0,94500.0,12059500.0,0.0,0.0,0.3527272727272727,40.19833333333333,0.0,14.415882352941177,28,437625.0,30,2,477500.0,16836500.0,9357500.0,True,overspending
TXN003903,USR002,2023-09-28 11:32:27,Steam,94500.0,entertainment,Wants,Transfer,BRI,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,20,12348000.0,0.0,194000.0,94500.0,12154000.0,0.0,0.0,0.17636363636363636,18.698461538461537,0.0,7.056,28,441000.0,30,2,523500.0,16884000.0,9357500.0,True,overspending
TXN007970,USR002,2023-09-28 17:21:43,Carrefour,127500.0,groceries,Needs,Debit,BRI,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,21,12475500.0,127500.0,321500.0,0.0,12154000.0,0.0,0.0,0.3572222222222222,22.098181818181818,0.0,8.603793103448275,28,445553.5714285714,30,2,602500.0,16964500.0,9357500.0,True,overspending
TXN007970,USR002,2023-09-28 17:21:43,Carrefour,127500.0,groceries,Needs,Debit,BRI,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,22,12603000.0,127500.0,449000.0,0.0,12154000.0,0.0,0.0,0.4081818181818182,20.256666666666668,0.0,7.4135294117647055,28,450107.14285714284,30,2,681500.0,16637000.0,9357500.0,True,overspending
TXN007970,USR002,2023-09-28 17:21:43,Carrefour,127500.0,groceries,Needs,Debit,BRI,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,23,12730500.0,127500.0,576500.0,0.0,12154000.0,0.0,0.0,1.048181818181818,40.513333333333335,0.0,14.977058823529411,28,454660.71428571426,30,2,760500.0,16309500.0,9357500.0,True,overspending
TXN007970,USR002,2023-09-28 17:21:43,Carrefour,127500.0,groceries,Needs,Debit,BRI,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,24,12858000.0,127500.0,704000.0,0.0,12154000.0,0.0,0.0,0.64,18.698461538461537,0.0,7.347428571428572,28,459214.28571428574,30,2,793500.0,15982000.0,9357500.0,True,overspending
TXN009661,USR002,2023-09-30 01:20:21,Hokben,62000.0,food,Needs,QRIS,BNI,9,2023,BGT04180,INC03566,900000.0,550000.0,500000.0,1950000.0,1450000.0,scholarship,2023-09-16 15:53:00,29,15134000.0,62000.0,766000.0,0.0,12154000.0,0.0,2214000.0,0.8511111111111112,22.098181818181818,4.428,10.437241379310345,30,504466.6666666667,30,0,761000.0,15589000.0,9357500.0,True,overspending
TXN009661,USR002,2023-09-30 01:20:21,Hokben,62000.0,food,Needs,QRIS,BNI,9,2023,BGT08908,INC01956,1100000.0,600000.0,400000.0,2100000.0,1700000.0,scholarship,2023-09-13 16:35:00,30,15196000.0,62000.0,828000.0,0.0,12154000.0,0.0,2214000.0,0.7527272727272727,20.256666666666668,5.535,8.938823529411765,30,506533.3333333333,30,0,728500.0,15196000.0,9357500.0,True,overspending
TXN009661,USR002,2023-09-30 01:20:21,Hokben,62000.0,food,Needs,QRIS,BNI,9,2023,BGT02676,INC02076,550000.0,300000.0,200000.0,1050000.0,850000.0,allowance,2023-09-17 18:39:00,31,15258000.0,62000.0,890000.0,0.0,12154000.0,0.0,2214000.0,1.6181818181818182,40.513333333333335,11.07,17.950588235294116,30,508600.0,30,0,696000.0,15123500.0,9357500.0,True,overspending
TXN009661,USR002,2023-09-30 01:20:21,Hokben,62000.0,food,Needs,QRIS,BNI,9,2023,BGT06505,INC08736,1100000.0,650000.0,500000.0,2250000.0,1750000.0,scholarship,2023-09-17 09:24:00,32,15320000.0,62000.0,952000.0,0.0,12154000.0,0.0,2214000.0,0.8654545454545455,18.698461538461537,4.428,8.754285714285714,30,510666.6666666667,30,0,630500.0,15051000.0,9357500.0,True,overspending
TXN009186,USR002,2023-10-02 08:14:31,Zara,1053000.0,shopping,Wants,QRIS,BRI,10,2023,BGT03578,INC02350,1050000.0,650000.0,450000.0,2150000.0,1700000.0,part_time,2023-10-09 14:28:00,9,2945000.0,0.0,280000.0,1053000.0,2665000.0,0.0,0.0,0.26666666666666666,4.1,0.0,1.7323529411764707,2,1472500.0,31,29,1556000.0,15969500.0,15320000.0,True,overspending
TXN009186,USR002,2023-10-02 08:14:31,Zara,1053000.0,shopping,Wants,QRIS,BRI,10,2023,BGT00574,INC07514,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2023-10-14 23:31:00,10,3998000.0,0.0,280000.0,1053000.0,3718000.0,0.0,0.0,0.3111111111111111,7.436,0.0,2.855714285714286,2,1999000.0,31,29,2481500.0,16888000.0,15320000.0,True,overspending
TXN009186,USR002,2023-10-02 08:14:31,Zara,1053000.0,shopping,Wants,QRIS,BRI,10,2023,BGT07635,INC01238,800000.0,600000.0,400000.0,1800000.0,1400000.0,part_time,2023-10-07 11:19:00,11,5051000.0,0.0,280000.0,1053000.0,4771000.0,0.0,0.0,0.35,7.951666666666667,0.0,3.6078571428571427,2,2525500.0,31,29,3407000.0,17387500.0,15320000.0,True,overspending
TXN009186,USR002,2023-10-02 08:14:31,Zara,1053000.0,shopping,Wants,QRIS,BRI,10,2023,BGT05568,INC08232,1050000.0,650000.0,350000.0,2050000.0,1700000.0,scholarship,2023-10-28 21:43:00,12,6104000.0,0.0,280000.0,1053000.0,5824000.0,0.0,0.0,0.26666666666666666,8.96,0.0,3.590588235294118,2,3052000.0,31,29,4398000.0,17887000.0,15320000.0,True,overspending
TXN004057,USR002,2023-10-20 18:06:50,Pizza Hut,70000.0,food,Needs,QRIS,ShopeePay,10,2023,BGT03578,INC02350,1050000.0,650000.0,450000.0,2150000.0,1700000.0,part_time,2023-10-09 14:28:00,5,1682000.0,70000.0,70000.0,0.0,1612000.0,0.0,0.0,0.06666666666666667,2.48,0.0,0.9894117647058823,20,84100.0,31,11,4406000.0,17403500.0,15320000.0,False,near_total_limit
TXN004057,USR002,2023-10-20 18:06:50,Pizza Hut,70000.0,food,Needs,QRIS,ShopeePay,10,2023,BGT00574,INC07514,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2023-10-14 23:31:00,6,1752000.0,70000.0,140000.0,0.0,1612000.0,0.0,0.0,0.15555555555555556,3.224,0.0,1.2514285714285713,20,87600.0,31,11,4414000.0,16920000.0,15320000.0,True,overspending
TXN004057,USR002,2023-10-20 18:06:50,Pizza Hut,70000.0,food,Needs,QRIS,ShopeePay,10,2023,BGT07635,INC01238,800000.0,600000.0,400000.0,1800000.0,1400000.0,part_time,2023-10-07 11:19:00,7,1822000.0,70000.0,210000.0,0.0,1612000.0,0.0,0.0,0.2625,2.6866666666666665,0.0,1.3014285714285714,20,91100.0,31,11,4422000.0,16673500.0,15320000.0,True,overspending
TXN004057,USR002,2023-10-20 18:06:50,Pizza Hut,70000.0,food,Needs,QRIS,ShopeePay,10,2023,BGT05568,INC08232,1050000.0,650000.0,350000.0,2050000.0,1700000.0,scholarship,2023-10-28 21:43:00,8,1892000.0,70000.0,280000.0,0.0,1612000.0,0.0,0.0,0.26666666666666666,2.48,0.0,1.1129411764705883,20,94600.0,31,11,3439000.0,16427000.0,15320000.0,True,overspending
TXN009231,USR002,2023-10-23 03:09:11,Adobe Creative Cloud,122000.0,education,Wants,Debit,BRI,10,2023,BGT03578,INC02350,1050000.0,650000.0,450000.0,2150000.0,1700000.0,part_time,2023-10-09 14:28:00,13,6226000.0,0.0,280000.0,122000.0,5946000.0,0.0,0.0,0.26666666666666666,9.147692307692308,0.0,3.6623529411764704,23,270695.652173913,31,8,2508000.0,16232500.0,15320000.0,True,overspending
TXN009231,USR002,2023-10-23 03:09:11,Adobe Creative Cloud,122000.0,education,Wants,Debit,BRI,10,2023,BGT00574,INC07514,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2023-10-14 23:31:00,14,6348000.0,0.0,280000.0,122000.0,6068000.0,0.0,0.0,0.3111111111111111,12.136,0.0,4.534285714285715,23,276000.0,31,8,1577000.0,16038000.0,15320000.0,True,overspending
TXN009231,USR002,2023-10-23 03:09:11,Adobe Creative Cloud,122000.0,education,Wants,Debit,BRI,10,2023,BGT07635,INC01238,800000.0,600000.0,400000.0,1800000.0,1400000.0,part_time,2023-10-07 11:19:00,15,6470000.0,0.0,280000.0,122000.0,6190000.0,0.0,0.0,0.35,10.316666666666666,0.0,4.621428571428571,23,281304.347826087,31,8,646000.0,13667000.0,15320000.0,True,overspending
TXN009231,USR002,2023-10-23 03:09:11,Adobe Creative Cloud,122000.0,education,Wants,Debit,BRI,10,2023,BGT05568,INC08232,1050000.0,650000.0,350000.0,2050000.0,1700000.0,scholarship,2023-10-28 21:43:00,16,6592000.0,0.0,280000.0,122000.0,6312000.0,0.0,0.0,0.26666666666666666,9.71076923076923,0.0,3.8776470588235292,23,286608.6956521739,31,8,698000.0,11296000.0,15320000.0,True,overspending
TXN001429,USR002,2023-10-25 18:37:56,Zenius,403000.0,education,Wants,Transfer,BNI,10,2023,BGT03578,INC02350,1050000.0,650000.0,450000.0,2150000.0,1700000.0,part_time,2023-10-09 14:28:00,1,403000.0,0.0,0.0,403000.0,403000.0,0.0,0.0,0.0,0.62,0.0,0.23705882352941177,25,16120.0,31,6,1031000.0,9206000.0,15320000.0,False,safe
TXN001429,USR002,2023-10-25 18:37:56,Zenius,403000.0,education,Wants,Transfer,BNI,10,2023,BGT00574,INC07514,900000.0,500000.0,250000.0,1650000.0,1400000.0,allowance,2023-10-14 23:31:00,2,806000.0,0.0,0.0,403000.0,806000.0,0.0,0.0,0.0,1.612,0.0,0.5757142857142857,25,32240.0,31,6,1364000.0,7116000.0,15320000.0,False,near_wants_limit
TXN001429,USR002,2023-10-25 18:37:56,Zenius,403000.0,education,Wants,Transfer,BNI,10,2023,BGT07635,INC01238,800000.0,600000.0,400000.0,1800000.0,1400000.0,part_time,2023-10-07 11:19:00,3,1209000.0,0.0,0.0,403000.0,1209000.0,0.0,0.0,0.0,2.015,0.0,0.8635714285714285,25,48360.0,31,6,1697000.0,7470500.0,15320000.0,False,near_total_limit
TXN001429,USR002,2023-10-25 18:37:56,Zenius,403000.0,education,Wants,Transfer,BNI,10,2023,BGT05568,INC08232,1050000.0,650000.0,350000.0,2050000.0,1700000.0,scholarship,2023-10-28 21:43:00,4,1612000.0,0.0,0.0,403000.0,1612000.0,0.0,0.0,0.0,2.48,0.0,0.9482352941176471,25,64480.0,31,6,1978000.0,7825000.0,15320000.0,False,near_total_limit
TXN004408,USR002,2023-11-10 10:23:01,Cult Fitness,167500.0,health,Needs,Credit Card,BNI,11,2023,BGT04305,INC01851,800000.0,500000.0,200000.0,1500000.0,1300000.0,freelance,2023-11-05 18:17:00,16,15765000.0,167500.0,167500.0,0.0,11047500.0,0.0,4550000.0,0.209375,22.095,22.75,12.126923076923077,10,1576500.0,30,20,2023500.0,7944000.0,6592000.0,True,overspending
TXN004408,USR002,2023-11-10 10:23:01,Cult Fitness,167500.0,health,Needs,Credit Card,BNI,11,2023,BGT02768,INC01648,650000.0,400000.0,300000.0,1350000.0,1050000.0,part_time,2023-11-29 07:31:00,17,15932500.0,167500.0,335000.0,0.0,11047500.0,0.0,4550000.0,0.5153846153846153,27.61875,15.166666666666666,15.173809523809524,10,1593250.0,30,20,2069000.0,8063000.0,6592000.0,True,overspending
TXN004408,USR002,2023-11-10 10:23:01,Cult Fitness,167500.0,health,Needs,Credit Card,BNI,11,2023,BGT09326,INC01581,950000.0,500000.0,250000.0,1700000.0,1450000.0,allowance,2023-11-14 12:03:00,18,16100000.0,167500.0,502500.0,0.0,11047500.0,0.0,4550000.0,0.5289473684210526,22.095,18.2,11.10344827586207,10,1610000.0,30,20,2114500.0,8136000.0,6592000.0,True,overspending
TXN004408,USR002,2023-11-10 10:23:01,Cult Fitness,167500.0,health,Needs,Credit Card,BNI,11,2023,BGT01655,INC09097,950000.0,700000.0,400000.0,2050000.0,1650000.0,part_time,2023-11-09 11:59:00,19,16267500.0,167500.0,670000.0,0.0,11047500.0,0.0,4550000.0,0.7052631578947368,15.782142857142857,11.375,9.85909090909091,10,1626750.0,30,20,1879000.0,8209000.0,6592000.0,True,overspending
TXN004408,USR002,2023-11-10 10:23:01,Cult Fitness,167500.0,health,Needs,Credit Card,BNI,11,2023,BGT06010,INC06163,1250000.0,750000.0,800000.0,2800000.0,2000000.0,allowance,2023-11-01 01:34:00,20,16435000.0,167500.0,837500.0,0.0,11047500.0,0.0,4550000.0,0.67,14.73,5.6875,8.2175,10,1643500.0,30,20,1643500.0,8282000.0,6592000.0,True,overspending
TXN002725,USR002,2023-11-17 10:44:29,iPot,910000.0,investment,Investment,Transfer,BNI,11,2023,BGT04305,INC01851,800000.0,500000.0,200000.0,1500000.0,1300000.0,freelance,2023-11-05 18:17:00,11,11957500.0,0.0,0.0,0.0,11047500.0,910000.0,910000.0,0.0,22.095,4.55,9.198076923076924,17,703382.3529411765,30,13,2150500.0,9097500.0,6592000.0,True,overspending
TXN002725,USR002,2023-11-17 10:44:29,iPot,910000.0,investment,Investment,Transfer,BNI,11,2023,BGT02768,INC01648,650000.0,400000.0,300000.0,1350000.0,1050000.0,part_time,2023-11-29 07:31:00,12,12867500.0,0.0,0.0,0.0,11047500.0,910000.0,1820000.0,0.0,27.61875,6.066666666666666,12.254761904761905,17,756911.7647058824,30,13,2657500.0,9880000.0,6592000.0,True,overspending
TXN002725,USR002,2023-11-17 10:44:29,iPot,910000.0,investment,Investment,Transfer,BNI,11,2023,BGT09326,INC01581,950000.0,500000.0,250000.0,1700000.0,1450000.0,allowance,2023-11-14 12:03:00,13,13777500.0,0.0,0.0,0.0,11047500.0,910000.0,2730000.0,0.0,22.095,10.92,9.501724137931035,17,810441.1764705882,30,13,3400000.0,10662500.0,6592000.0,True,overspending
TXN002725,USR002,2023-11-17 10:44:29,iPot,910000.0,investment,Investment,Transfer,BNI,11,2023,BGT01655,INC09097,950000.0,700000.0,400000.0,2050000.0,1650000.0,part_time,2023-11-09 11:59:00,14,14687500.0,0.0,0.0,0.0,11047500.0,910000.0,3640000.0,0.0,15.782142857142857,9.1,8.901515151515152,17,863970.5882352941,30,13,4142500.0,11445000.0,6592000.0,True,overspending
TXN002725,USR002,2023-11-17 10:44:29,iPot,910000.0,investment,Investment,Transfer,BNI,11,2023,BGT06010,INC06163,1250000.0,750000.0,800000.0,2800000.0,2000000.0,allowance,2023-11-01 01:34:00,15,15597500.0,0.0,0.0,0.0,11047500.0,910000.0,4550000.0,0.0,14.73,5.6875,7.79875,17,917500.0,30,13,4885000.0,12227500.0,6592000.0,True,overspending
TXN008890,USR002,2023-11-18 20:35:10,Bareksa,1721500.0,investment,Investment,QRIS,LinkAja,11,2023,BGT04305,INC01851,800000.0,500000.0,200000.0,1500000.0,1300000.0,freelance,2023-11-05 18:17:00,26,19044000.0,0.0,837500.0,0.0,11935000.0,1721500.0,6271500.0,1.046875,23.87,31.3575,14.649230769230769,18,1058000.0,30,12,6439000.0,13887000.0,6592000.0,True,overspending
TXN008890,USR002,2023-11-18 20:35:10,Bareksa,1721500.0,investment,Investment,QRIS,LinkAja,11,2023,BGT02768,INC01648,650000.0,400000.0,300000.0,1350000.0,1050000.0,part_time,2023-11-29 07:31:00,27,20765500.0,0.0,837500.0,0.0,11935000.0,1721500.0,7993000.0,1.2884615384615385,29.8375,26.643333333333334,19.776666666666667,18,1153638.888888889,30,12,7993000.0,15546500.0,6592000.0,True,overspending
TXN008890,USR002,2023-11-18 20:35:10,Bareksa,1721500.0,investment,Investment,QRIS,LinkAja,11,2023,BGT09326,INC01581,950000.0,500000.0,250000.0,1700000.0,1450000.0,allowance,2023-11-14 12:03:00,28,22487000.0,0.0,837500.0,0.0,11935000.0,1721500.0,9714500.0,0.881578947368421,23.87,38.858,15.508275862068965,18,1249277.7777777778,30,12,8804500.0,17206000.0,6592000.0,True,overspending
TXN008890,USR002,2023-11-18 20:35:10,Bareksa,1721500.0,investment,Investment,QRIS,LinkAja,11,2023,BGT01655,INC09097,950000.0,700000.0,400000.0,2050000.0,1650000.0,part_time,2023-11-09 11:59:00,29,24208500.0,0.0,837500.0,0.0,11935000.0,1721500.0,11436000.0,0.881578947368421,17.05,28.59,14.671818181818182,18,1344916.6666666667,30,12,9616000.0,18865500.0,6592000.0,True,overspending
TXN008890,USR002,2023-11-18 20:35:10,Bareksa,1721500.0,investment,Investment,QRIS,LinkAja,11,2023,BGT06010,INC06163,1250000.0,750000.0,800000.0,2800000.0,2000000.0,allowance,2023-11-01 01:34:00,30,25930000.0,0.0,837500.0,0.0,11935000.0,1721500.0,13157500.0,0.67,15.913333333333334,16.446875,12.965,18,1440555.5555555555,30,12,10427500.0,19534000.0,6592000.0,True,overspending
